instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,recency,frequency,monetary
353,2011-12-19,winter,2011,December,non holiday,monday,working day,"Clear, Partly cloudy",0.276667,0.280933,0.6375,0.172896,260,3143,3403,378,1,10695629
354,2011-12-20,winter,2011,December,non holiday,tuesday,working day,"Mist, Cloudy",0.385833,0.396454,0.595417,0.0615708,216,3534,3750,377,1,13252500
355,2011-12-21,springer,2011,December,non holiday,wednesday,working day,"Mist, Cloudy",0.428333,0.428017,0.858333,0.2214,107,2553,2660,376,1,6790980
356,2011-12-22,springer,2011,December,non holiday,thursday,working day,"Mist, Cloudy",0.423333,0.426121,0.7575,0.047275,227,2841,3068,375,2,8716188
357,2011-12-23,springer,2011,December,non holiday,friday,working day,"Clear, Partly cloudy",0.373333,0.377513,0.68625,0.274246,163,2046,2209,374,1,4519614
358,2011-12-24,springer,2011,December,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.3025,0.299242,0.5425,0.190304,155,856,1011,373,1,865416
359,2011-12-25,springer,2011,December,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.274783,0.279961,0.681304,0.155091,303,451,754,372,1,340054
360,2011-12-26,springer,2011,December,holiday,monday,weekend/holiday,"Clear, Partly cloudy",0.321739,0.315535,0.506957,0.239465,430,887,1317,371,1,1168179
361,2011-12-27,springer,2011,December,non holiday,tuesday,working day,"Mist, Cloudy",0.325,0.327633,0.7625,0.18845,103,1059,1162,370,2,1230558
362,2011-12-28,springer,2011,December,non holiday,wednesday,working day,"Clear, Partly cloudy",0.29913,0.279974,0.503913,0.293961,255,2047,2302,369,1,4712194
363,2011-12-29,springer,2011,December,non holiday,thursday,working day,"Clear, Partly cloudy",0.248333,0.263892,0.574167,0.119412,254,2169,2423,368,1,5255487
364,2011-12-30,springer,2011,December,non holiday,friday,working day,"Clear, Partly cloudy",0.311667,0.318812,0.636667,0.134337,491,2508,2999,367,1,7521492
365,2011-12-31,springer,2011,December,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.41,0.414121,0.615833,0.220154,665,1820,2485,366,1,4522700
366,2012-01-01,springer,2012,January,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.37,0.375621,0.6925,0.192167,686,1608,2294,365,1,3688752
367,2012-01-02,springer,2012,January,holiday,monday,weekend/holiday,"Clear, Partly cloudy",0.273043,0.252304,0.381304,0.329665,244,1707,1951,364,1,3330357
368,2012-01-03,springer,2012,January,non holiday,tuesday,working day,"Clear, Partly cloudy",0.15,0.126275,0.44125,0.365671,89,2147,2236,363,1,4800692
369,2012-01-04,springer,2012,January,non holiday,wednesday,working day,"Mist, Cloudy",0.1075,0.119337,0.414583,0.1847,95,2273,2368,362,1,5382464
370,2012-01-05,springer,2012,January,non holiday,thursday,working day,"Clear, Partly cloudy",0.265833,0.278412,0.524167,0.129987,140,3132,3272,361,1,10247904
371,2012-01-06,springer,2012,January,non holiday,friday,working day,"Clear, Partly cloudy",0.334167,0.340267,0.542083,0.167908,307,3791,4098,360,2,15535518
372,2012-01-07,springer,2012,January,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.393333,0.390779,0.531667,0.174758,1070,3451,4521,359,1,15601971
373,2012-01-08,springer,2012,January,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.3375,0.340258,0.465,0.191542,599,2826,3425,358,1,9679050
374,2012-01-09,springer,2012,January,non holiday,monday,working day,"Mist, Cloudy",0.224167,0.247479,0.701667,0.0989,106,2270,2376,357,1,5393520
375,2012-01-10,springer,2012,January,non holiday,tuesday,working day,"Clear, Partly cloudy",0.308696,0.318826,0.646522,0.187552,173,3425,3598,356,1,12323150
376,2012-01-11,springer,2012,January,non holiday,wednesday,working day,"Mist, Cloudy",0.274167,0.282821,0.8475,0.131221,92,2085,2177,355,1,4539045
377,2012-01-12,springer,2012,January,non holiday,thursday,working day,"Mist, Cloudy",0.3825,0.381938,0.802917,0.180967,269,3828,4097,354,1,15683316
378,2012-01-13,springer,2012,January,non holiday,friday,working day,"Clear, Partly cloudy",0.274167,0.249362,0.5075,0.378108,174,3040,3214,353,2,9770560
379,2012-01-14,springer,2012,January,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.18,0.183087,0.4575,0.187183,333,2160,2493,352,1,5384880
380,2012-01-15,springer,2012,January,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.166667,0.161625,0.419167,0.251258,284,2027,2311,351,1,4684397
381,2012-01-16,springer,2012,January,holiday,monday,weekend/holiday,"Clear, Partly cloudy",0.19,0.190663,0.5225,0.231358,217,2081,2298,350,1,4782138
382,2012-01-17,springer,2012,January,non holiday,tuesday,working day,"Mist, Cloudy",0.373043,0.364278,0.716087,0.34913,127,2808,2935,349,1,8241480
383,2012-01-18,springer,2012,January,non holiday,wednesday,working day,"Clear, Partly cloudy",0.303333,0.275254,0.443333,0.415429,109,3267,3376,348,1,11029392
384,2012-01-19,springer,2012,January,non holiday,thursday,working day,"Clear, Partly cloudy",0.19,0.190038,0.4975,0.220158,130,3162,3292,347,1,10409304
385,2012-01-20,springer,2012,January,non holiday,friday,working day,"Mist, Cloudy",0.2175,0.220958,0.45,0.20275,115,3048,3163,346,1,9640824
386,2012-01-21,springer,2012,January,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.173333,0.174875,0.83125,0.222642,67,1234,1301,345,1,1605434
387,2012-01-22,springer,2012,January,non holiday,sunday,weekend/holiday,"Mist, Cloudy",0.1625,0.16225,0.79625,0.199638,196,1781,1977,344,2,3521037
388,2012-01-23,springer,2012,January,non holiday,monday,working day,"Mist, Cloudy",0.218333,0.243058,0.91125,0.110708,145,2287,2432,343,1,5561984
389,2012-01-24,springer,2012,January,non holiday,tuesday,working day,"Clear, Partly cloudy",0.3425,0.349108,0.835833,0.123767,439,3900,4339,342,1,16922100
390,2012-01-25,springer,2012,January,non holiday,wednesday,working day,"Clear, Partly cloudy",0.294167,0.294821,0.64375,0.161071,467,3803,4270,341,1,16238810
391,2012-01-26,springer,2012,January,non holiday,thursday,working day,"Mist, Cloudy",0.341667,0.35605,0.769583,0.0733958,244,3831,4075,340,1,15611325
392,2012-01-27,springer,2012,January,non holiday,friday,working day,"Mist, Cloudy",0.425,0.415383,0.74125,0.342667,269,3187,3456,339,1,11014272
393,2012-01-28,springer,2012,January,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.315833,0.326379,0.543333,0.210829,775,3248,4023,338,1,13066704
394,2012-01-29,springer,2012,January,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.2825,0.272721,0.31125,0.24005,558,2685,3243,337,1,8707455
395,2012-01-30,springer,2012,January,non holiday,monday,working day,"Clear, Partly cloudy",0.269167,0.262625,0.400833,0.215792,126,3498,3624,336,1,12676752
396,2012-01-31,springer,2012,January,non holiday,tuesday,working day,"Clear, Partly cloudy",0.39,0.381317,0.416667,0.261817,324,4185,4509,335,1,18870165
397,2012-02-01,springer,2012,February,non holiday,wednesday,working day,"Clear, Partly cloudy",0.469167,0.466538,0.507917,0.189067,304,4275,4579,334,1,19575225
398,2012-02-02,springer,2012,February,non holiday,thursday,working day,"Mist, Cloudy",0.399167,0.398971,0.672917,0.187187,190,3571,3761,333,1,13430531
399,2012-02-03,springer,2012,February,non holiday,friday,working day,"Clear, Partly cloudy",0.313333,0.309346,0.526667,0.178496,310,3841,4151,332,1,15943991
400,2012-02-04,springer,2012,February,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.264167,0.272725,0.779583,0.121896,384,2448,2832,331,1,6932736
401,2012-02-05,springer,2012,February,non holiday,sunday,weekend/holiday,"Mist, Cloudy",0.265833,0.264521,0.687917,0.175996,318,2629,2947,330,1,7747663
402,2012-02-06,springer,2012,February,non holiday,monday,working day,"Clear, Partly cloudy",0.282609,0.296426,0.622174,0.1538,206,3578,3784,329,2,13539152
403,2012-02-07,springer,2012,February,non holiday,tuesday,working day,"Clear, Partly cloudy",0.354167,0.361104,0.49625,0.147379,199,4176,4375,328,1,18270000
404,2012-02-08,springer,2012,February,non holiday,wednesday,working day,"Mist, Cloudy",0.256667,0.266421,0.722917,0.133721,109,2693,2802,327,1,7545786
405,2012-02-09,springer,2012,February,non holiday,thursday,working day,"Clear, Partly cloudy",0.265,0.261988,0.562083,0.194037,163,3667,3830,326,1,14044610
406,2012-02-10,springer,2012,February,non holiday,friday,working day,"Mist, Cloudy",0.280833,0.293558,0.54,0.116929,227,3604,3831,325,1,13806924
407,2012-02-11,springer,2012,February,non holiday,saturday,weekend/holiday,"Light Snow, Light Rain",0.224167,0.210867,0.73125,0.289796,192,1977,2169,324,1,4288113
408,2012-02-12,springer,2012,February,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.1275,0.101658,0.464583,0.409212,73,1456,1529,323,1,2226224
409,2012-02-13,springer,2012,February,non holiday,monday,working day,"Clear, Partly cloudy",0.2225,0.227913,0.41125,0.167283,94,3328,3422,322,1,11388416
410,2012-02-14,springer,2012,February,non holiday,tuesday,working day,"Mist, Cloudy",0.319167,0.333946,0.50875,0.141179,135,3787,3922,321,1,14852614
411,2012-02-15,springer,2012,February,non holiday,wednesday,working day,"Clear, Partly cloudy",0.348333,0.351629,0.53125,0.1816,141,4028,4169,320,1,16792732
412,2012-02-16,springer,2012,February,non holiday,thursday,working day,"Mist, Cloudy",0.316667,0.330162,0.752917,0.091425,74,2931,3005,319,1,8807655
413,2012-02-17,springer,2012,February,non holiday,friday,working day,"Clear, Partly cloudy",0.343333,0.351629,0.634583,0.205846,349,3805,4154,318,1,15805970
414,2012-02-18,springer,2012,February,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.346667,0.355425,0.534583,0.190929,1435,2883,4318,317,1,12448794
415,2012-02-19,springer,2012,February,non holiday,sunday,weekend/holiday,"Mist, Cloudy",0.28,0.265788,0.515833,0.253112,618,2071,2689,316,1,5568919
416,2012-02-20,springer,2012,February,holiday,monday,weekend/holiday,"Clear, Partly cloudy",0.28,0.273391,0.507826,0.229083,502,2627,3129,315,1,8219883
417,2012-02-21,springer,2012,February,non holiday,tuesday,working day,"Clear, Partly cloudy",0.287826,0.295113,0.594348,0.205717,163,3614,3777,314,1,13650078
418,2012-02-22,springer,2012,February,non holiday,wednesday,working day,"Clear, Partly cloudy",0.395833,0.392667,0.567917,0.234471,394,4379,4773,313,1,20900967
419,2012-02-23,springer,2012,February,non holiday,thursday,working day,"Clear, Partly cloudy",0.454167,0.444446,0.554583,0.190913,516,4546,5062,312,1,23011852
420,2012-02-24,springer,2012,February,non holiday,friday,working day,"Mist, Cloudy",0.4075,0.410971,0.7375,0.237567,246,3241,3487,311,1,11301367
421,2012-02-25,springer,2012,February,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.290833,0.255675,0.395833,0.421642,317,2415,2732,310,1,6597780
422,2012-02-26,springer,2012,February,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.279167,0.268308,0.41,0.205229,515,2874,3389,309,1,9739986
423,2012-02-27,springer,2012,February,non holiday,monday,working day,"Clear, Partly cloudy",0.366667,0.357954,0.490833,0.268033,253,4069,4322,308,1,17586218
424,2012-02-28,springer,2012,February,non holiday,tuesday,working day,"Clear, Partly cloudy",0.359167,0.353525,0.395833,0.193417,229,4134,4363,307,1,18036642
425,2012-02-29,springer,2012,February,non holiday,wednesday,working day,"Mist, Cloudy",0.344348,0.34847,0.804783,0.179117,65,1769,1834,306,1,3244346
426,2012-03-01,springer,2012,March,non holiday,thursday,working day,"Clear, Partly cloudy",0.485833,0.475371,0.615417,0.226987,325,4665,4990,305,1,23278350
427,2012-03-02,springer,2012,March,non holiday,friday,working day,"Mist, Cloudy",0.353333,0.359842,0.657083,0.144904,246,2948,3194,304,1,9415912
428,2012-03-03,springer,2012,March,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.414167,0.413492,0.62125,0.161079,956,3110,4066,303,1,12645260
429,2012-03-04,springer,2012,March,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.325833,0.303021,0.403333,0.334571,710,2713,3423,302,1,9286599
430,2012-03-05,springer,2012,March,non holiday,monday,working day,"Clear, Partly cloudy",0.243333,0.241171,0.50625,0.228858,203,3130,3333,301,1,10432290
431,2012-03-06,springer,2012,March,non holiday,tuesday,working day,"Clear, Partly cloudy",0.258333,0.255042,0.456667,0.200875,221,3735,3956,300,1,14775660
432,2012-03-07,springer,2012,March,non holiday,wednesday,working day,"Clear, Partly cloudy",0.404167,0.3851,0.513333,0.345779,432,4484,4916,299,1,22043344
433,2012-03-08,springer,2012,March,non holiday,thursday,working day,"Clear, Partly cloudy",0.5275,0.524604,0.5675,0.441563,486,4896,5382,298,1,26350272
434,2012-03-09,springer,2012,March,non holiday,friday,working day,"Mist, Cloudy",0.410833,0.397083,0.407083,0.4148,447,4122,4569,297,1,18833418
435,2012-03-10,springer,2012,March,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.2875,0.277767,0.350417,0.22575,968,3150,4118,296,1,12971700
436,2012-03-11,springer,2012,March,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.361739,0.35967,0.476957,0.222587,1658,3253,4911,295,1,15975483
437,2012-03-12,springer,2012,March,non holiday,monday,working day,"Clear, Partly cloudy",0.466667,0.459592,0.489167,0.207713,838,4460,5298,294,1,23629080
438,2012-03-13,springer,2012,March,non holiday,tuesday,working day,"Clear, Partly cloudy",0.565,0.542929,0.6175,0.23695,762,5085,5847,293,2,29731995
439,2012-03-14,springer,2012,March,non holiday,wednesday,working day,"Clear, Partly cloudy",0.5725,0.548617,0.507083,0.115062,997,5315,6312,292,1,33548280
440,2012-03-15,springer,2012,March,non holiday,thursday,working day,"Clear, Partly cloudy",0.5575,0.532825,0.579583,0.149883,1005,5187,6192,291,1,32117904
441,2012-03-16,springer,2012,March,non holiday,friday,working day,"Mist, Cloudy",0.435833,0.436229,0.842083,0.113192,548,3830,4378,290,1,16767740
442,2012-03-17,springer,2012,March,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.514167,0.505046,0.755833,0.110704,3155,4681,7836,289,1,36680316
443,2012-03-18,springer,2012,March,non holiday,sunday,weekend/holiday,"Mist, Cloudy",0.4725,0.464,0.81,0.126883,2207,3685,5892,288,1,21712020
444,2012-03-19,springer,2012,March,non holiday,monday,working day,"Clear, Partly cloudy",0.545,0.532821,0.72875,0.162317,982,5171,6153,287,1,31817163
445,2012-03-20,springer,2012,March,non holiday,tuesday,working day,"Clear, Partly cloudy",0.560833,0.538533,0.807917,0.121271,1051,5042,6093,286,1,30720906
446,2012-03-21,summer,2012,March,non holiday,wednesday,working day,"Mist, Cloudy",0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,285,1,31822840
447,2012-03-22,summer,2012,March,non holiday,thursday,working day,"Clear, Partly cloudy",0.554167,0.531567,0.83125,0.117562,1334,5537,6871,284,1,38044727
448,2012-03-23,summer,2012,March,non holiday,friday,working day,"Mist, Cloudy",0.601667,0.570067,0.694167,0.1163,2469,5893,8362,283,1,49277266
449,2012-03-24,summer,2012,March,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.5025,0.486733,0.885417,0.192783,1033,2339,3372,282,1,7887108
450,2012-03-25,summer,2012,March,non holiday,sunday,weekend/holiday,"Mist, Cloudy",0.4375,0.437488,0.880833,0.220775,1532,3464,4996,281,1,17306144
451,2012-03-26,summer,2012,March,non holiday,monday,working day,"Clear, Partly cloudy",0.445833,0.43875,0.477917,0.386821,795,4763,5558,280,1,26472754
452,2012-03-27,summer,2012,March,non holiday,tuesday,working day,"Clear, Partly cloudy",0.323333,0.315654,0.29,0.187192,531,4571,5102,279,1,23321242
453,2012-03-28,summer,2012,March,non holiday,wednesday,working day,"Clear, Partly cloudy",0.484167,0.47095,0.48125,0.291671,674,5024,5698,278,2,28626752
454,2012-03-29,summer,2012,March,non holiday,thursday,working day,"Clear, Partly cloudy",0.494167,0.482304,0.439167,0.31965,834,5299,6133,277,1,32498767
455,2012-03-30,summer,2012,March,non holiday,friday,working day,"Mist, Cloudy",0.37,0.375621,0.580833,0.138067,796,4663,5459,276,1,25455317
456,2012-03-31,summer,2012,March,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.424167,0.421708,0.738333,0.250617,2301,3934,6235,275,1,24528490
457,2012-04-01,summer,2012,April,non holiday,sunday,weekend/holiday,"Mist, Cloudy",0.425833,0.417287,0.67625,0.172267,2347,3694,6041,274,1,22315454
458,2012-04-02,summer,2012,April,non holiday,monday,working day,"Clear, Partly cloudy",0.433913,0.427513,0.504348,0.312139,1208,4728,5936,273,1,28065408
459,2012-04-03,summer,2012,April,non holiday,tuesday,working day,"Clear, Partly cloudy",0.466667,0.461483,0.396667,0.100133,1348,5424,6772,272,1,36731328
460,2012-04-04,summer,2012,April,non holiday,wednesday,working day,"Clear, Partly cloudy",0.541667,0.53345,0.469583,0.180975,1058,5378,6436,271,1,34612808
461,2012-04-05,summer,2012,April,non holiday,thursday,working day,"Clear, Partly cloudy",0.435,0.431163,0.374167,0.219529,1192,5265,6457,270,1,33996105
462,2012-04-06,summer,2012,April,non holiday,friday,working day,"Clear, Partly cloudy",0.403333,0.390767,0.377083,0.300388,1807,4653,6460,269,1,30058380
463,2012-04-07,summer,2012,April,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.4375,0.426129,0.254167,0.274871,3252,3605,6857,268,1,24719485
464,2012-04-08,summer,2012,April,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.5,0.492425,0.275833,0.232596,2230,2939,5169,267,1,15191691
465,2012-04-09,summer,2012,April,non holiday,monday,working day,"Clear, Partly cloudy",0.489167,0.476638,0.3175,0.358196,905,4680,5585,266,1,26137800
466,2012-04-10,summer,2012,April,non holiday,tuesday,working day,"Clear, Partly cloudy",0.446667,0.436233,0.435,0.249375,819,5099,5918,265,1,30175882
467,2012-04-11,summer,2012,April,non holiday,wednesday,working day,"Clear, Partly cloudy",0.348696,0.337274,0.469565,0.295274,482,4380,4862,264,1,21295560
468,2012-04-12,summer,2012,April,non holiday,thursday,working day,"Clear, Partly cloudy",0.3975,0.387604,0.46625,0.290429,663,4746,5409,263,2,25671114
469,2012-04-13,summer,2012,April,non holiday,friday,working day,"Clear, Partly cloudy",0.4425,0.431808,0.408333,0.155471,1252,5146,6398,262,1,32924108
470,2012-04-14,summer,2012,April,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.495,0.487996,0.502917,0.190917,2795,4665,7460,261,1,34800900
471,2012-04-15,summer,2012,April,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.606667,0.573875,0.507917,0.225129,2846,4286,7132,260,1,30567752
472,2012-04-16,summer,2012,April,holiday,monday,weekend/holiday,"Clear, Partly cloudy",0.664167,0.614925,0.561667,0.284829,1198,5172,6370,259,1,32945640
473,2012-04-17,summer,2012,April,non holiday,tuesday,working day,"Clear, Partly cloudy",0.608333,0.598487,0.390417,0.273629,989,5702,6691,258,1,38152082
474,2012-04-18,summer,2012,April,non holiday,wednesday,working day,"Mist, Cloudy",0.463333,0.457038,0.569167,0.167912,347,4020,4367,257,1,17555340
475,2012-04-19,summer,2012,April,non holiday,thursday,working day,"Clear, Partly cloudy",0.498333,0.493046,0.6125,0.0659292,846,5719,6565,256,1,37545235
476,2012-04-20,summer,2012,April,non holiday,friday,working day,"Clear, Partly cloudy",0.526667,0.515775,0.694583,0.149871,1340,5950,7290,255,1,43375500
477,2012-04-21,summer,2012,April,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.57,0.542921,0.682917,0.283587,2541,4083,6624,254,1,27045792
478,2012-04-22,summer,2012,April,non holiday,sunday,weekend/holiday,"Light Snow, Light Rain",0.396667,0.389504,0.835417,0.344546,120,907,1027,253,1,931489
479,2012-04-23,summer,2012,April,non holiday,monday,working day,"Mist, Cloudy",0.321667,0.301125,0.766667,0.303496,195,3019,3214,252,2,9703066
480,2012-04-24,summer,2012,April,non holiday,tuesday,working day,"Clear, Partly cloudy",0.413333,0.405283,0.454167,0.249383,518,5115,5633,251,1,28812795
481,2012-04-25,summer,2012,April,non holiday,wednesday,working day,"Clear, Partly cloudy",0.476667,0.470317,0.427917,0.118792,655,5541,6196,250,1,34332036
482,2012-04-26,summer,2012,April,non holiday,thursday,working day,"Mist, Cloudy",0.498333,0.483583,0.756667,0.176625,475,4551,5026,249,1,22873326
483,2012-04-27,summer,2012,April,non holiday,friday,working day,"Clear, Partly cloudy",0.4575,0.452637,0.400833,0.347633,1014,5219,6233,248,1,32530027
484,2012-04-28,summer,2012,April,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.376667,0.377504,0.489583,0.129975,1120,3100,4220,247,1,13082000
485,2012-04-29,summer,2012,April,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.458333,0.450121,0.587083,0.116908,2229,4075,6304,246,1,25688800
486,2012-04-30,summer,2012,April,non holiday,monday,working day,"Mist, Cloudy",0.464167,0.457696,0.57,0.171638,665,4907,5572,245,1,27341804
487,2012-05-01,summer,2012,May,non holiday,tuesday,working day,"Mist, Cloudy",0.613333,0.577021,0.659583,0.156096,653,5087,5740,244,1,29199380
488,2012-05-02,summer,2012,May,non holiday,wednesday,working day,"Clear, Partly cloudy",0.564167,0.537896,0.797083,0.138058,667,5502,6169,243,1,33941838
489,2012-05-03,summer,2012,May,non holiday,thursday,working day,"Mist, Cloudy",0.56,0.537242,0.768333,0.133696,764,5657,6421,242,1,36323597
490,2012-05-04,summer,2012,May,non holiday,friday,working day,"Clear, Partly cloudy",0.6275,0.590917,0.735417,0.162938,1069,5227,6296,241,1,32909192
491,2012-05-05,summer,2012,May,non holiday,saturday,weekend/holiday,"Mist, Cloudy",0.621667,0.584608,0.756667,0.152992,2496,4387,6883,240,2,30195721
492,2012-05-06,summer,2012,May,non holiday,sunday,weekend/holiday,"Mist, Cloudy",0.5625,0.546737,0.74,0.149879,2135,4224,6359,239,1,26860416
493,2012-05-07,summer,2012,May,non holiday,monday,working day,"Mist, Cloudy",0.5375,0.527142,0.664167,0.230721,1008,5265,6273,238,1,33027345
494,2012-05-08,summer,2012,May,non holiday,tuesday,working day,"Mist, Cloudy",0.581667,0.557471,0.685833,0.296029,738,4990,5728,237,1,28582720
495,2012-05-09,summer,2012,May,non holiday,wednesday,working day,"Mist, Cloudy",0.575,0.553025,0.744167,0.216412,620,4097,4717,236,1,19325549
496,2012-05-10,summer,2012,May,non holiday,thursday,working day,"Clear, Partly cloudy",0.505833,0.491783,0.552083,0.314063,1026,5546,6572,235,1,36448312
497,2012-05-11,summer,2012,May,non holiday,friday,working day,"Clear, Partly cloudy",0.533333,0.520833,0.360417,0.236937,1319,5711,7030,234,1,40148330
498,2012-05-12,summer,2012,May,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.564167,0.544817,0.480417,0.123133,2622,4807,7429,233,1,35711203
499,2012-05-13,summer,2012,May,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.6125,0.585238,0.57625,0.225117,2172,3946,6118,232,1,24141628
500,2012-05-14,summer,2012,May,non holiday,monday,working day,"Mist, Cloudy",0.573333,0.5499,0.789583,0.212692,342,2501,2843,231,1,7110343
501,2012-05-15,summer,2012,May,non holiday,tuesday,working day,"Mist, Cloudy",0.611667,0.576404,0.794583,0.147392,625,4490,5115,230,2,22966350
502,2012-05-16,summer,2012,May,non holiday,wednesday,working day,"Clear, Partly cloudy",0.636667,0.595975,0.697917,0.122512,991,6433,7424,229,1,47758592
503,2012-05-17,summer,2012,May,non holiday,thursday,working day,"Clear, Partly cloudy",0.593333,0.572613,0.52,0.229475,1242,6142,7384,228,1,45352528
504,2012-05-18,summer,2012,May,non holiday,friday,working day,"Clear, Partly cloudy",0.564167,0.551121,0.523333,0.136817,1521,6118,7639,227,1,46735402
505,2012-05-19,summer,2012,May,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.6,0.566908,0.45625,0.083975,3410,4884,8294,226,1,40507896
506,2012-05-20,summer,2012,May,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.620833,0.583967,0.530417,0.254367,2704,4425,7129,225,1,31545825
507,2012-05-21,summer,2012,May,non holiday,monday,working day,"Mist, Cloudy",0.598333,0.565667,0.81125,0.233204,630,3729,4359,224,1,16254711
508,2012-05-22,summer,2012,May,non holiday,tuesday,working day,"Mist, Cloudy",0.615,0.580825,0.765833,0.118167,819,5254,6073,223,1,31907542
509,2012-05-23,summer,2012,May,non holiday,wednesday,working day,"Mist, Cloudy",0.621667,0.584612,0.774583,0.102,766,4494,5260,222,2,23638440
510,2012-05-24,summer,2012,May,non holiday,thursday,working day,"Clear, Partly cloudy",0.655,0.6067,0.716667,0.172896,1059,5711,6770,221,1,38663470
511,2012-05-25,summer,2012,May,non holiday,friday,working day,"Clear, Partly cloudy",0.68,0.627529,0.747083,0.14055,1417,5317,6734,220,1,35804678
512,2012-05-26,summer,2012,May,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.6925,0.642696,0.7325,0.198992,2855,3681,6536,219,2,24059016
513,2012-05-27,summer,2012,May,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.69,0.641425,0.697083,0.215171,3283,3308,6591,218,2,21803028
514,2012-05-28,summer,2012,May,holiday,monday,weekend/holiday,"Clear, Partly cloudy",0.7125,0.6793,0.67625,0.196521,2557,3486,6043,217,2,21065898
515,2012-05-29,summer,2012,May,non holiday,tuesday,working day,"Clear, Partly cloudy",0.7225,0.672992,0.684583,0.2954,880,4863,5743,216,1,27928209
516,2012-05-30,summer,2012,May,non holiday,wednesday,working day,"Mist, Cloudy",0.656667,0.611129,0.67,0.134329,745,6110,6855,215,1,41884050
517,2012-05-31,summer,2012,May,non holiday,thursday,working day,"Clear, Partly cloudy",0.68,0.631329,0.492917,0.195279,1100,6238,7338,214,1,45774444
518,2012-06-01,summer,2012,June,non holiday,friday,working day,"Mist, Cloudy",0.654167,0.607962,0.755417,0.237563,533,3594,4127,213,1,14832438
519,2012-06-02,summer,2012,June,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.583333,0.566288,0.549167,0.186562,2795,5325,8120,212,1,43239000
520,2012-06-03,summer,2012,June,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.6025,0.575133,0.493333,0.184087,2494,5147,7641,211,1,39328227
521,2012-06-04,summer,2012,June,non holiday,monday,working day,"Clear, Partly cloudy",0.5975,0.578283,0.487083,0.284833,1071,5927,6998,210,1,41477146
522,2012-06-05,summer,2012,June,non holiday,tuesday,working day,"Mist, Cloudy",0.540833,0.525892,0.613333,0.209575,968,6033,7001,209,1,42237033
523,2012-06-06,summer,2012,June,non holiday,wednesday,working day,"Clear, Partly cloudy",0.554167,0.542292,0.61125,0.077125,1027,6028,7055,208,1,42527540
524,2012-06-07,summer,2012,June,non holiday,thursday,working day,"Clear, Partly cloudy",0.6025,0.569442,0.567083,0.15735,1038,6456,7494,207,1,48381264
525,2012-06-08,summer,2012,June,non holiday,friday,working day,"Clear, Partly cloudy",0.649167,0.597862,0.467917,0.175383,1488,6248,7736,206,1,48334528
526,2012-06-09,summer,2012,June,non holiday,saturday,weekend/holiday,"Clear, Partly cloudy",0.710833,0.648367,0.437083,0.144287,2708,4790,7498,205,1,35915420
527,2012-06-10,summer,2012,June,non holiday,sunday,weekend/holiday,"Clear, Partly cloudy",0.726667,0.663517,0.538333,0.133721,2224,4374,6598,204,1,28859652
528,2012-06-11,summer,2012,June,non holiday,monday,working day,"Mist, Cloudy",0.720833,0.659721,0.587917,0.207713,1017,5647,6664,203,1,37631608
